لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,93,"- Lebanese Honorary Consulate - الولايات المتحدة الأميركية، واشنطن
17 القلم رقم - Birmingham",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,94,"الولايات المتحدة الأميركية، واشنطن - Dallas - Lebanese Honorary Consulate - القلم رقم 13",25,0,0,25,0,0,0,0,1,2,3,1,7,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,95,"الولايات المتحدة الأميركية، واشنطن - Lebanese Honorary Consulate -
Raleigh - القلم رقم 14",27,1,0,26,0,0,0,0,0,2,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,96,"الولايات المتحدة الأميركية، واشنطن - Church St George Maronite Catholic - القلم رقم 20",5,2,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,97,"جمهورية ألمانيا الإتحادية، برلين - Altrex Haus Business Park - القلم رقم 1",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,98,"جمهورية ألمانيا الإتحادية، برلين - Atlantic Hotel  - غرفة رقم 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,99,"جمهورية ألمانيا الإتحادية، برلين - AWO Julius-Leber-Haus  - غرفة رقم 3",5,0,0,5,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,100,"جمهورية ألمانيا الإتحادية، برلين - Ballsaal Leipzig - القلم رقم 8",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,101,"جمهورية ألمانيا الإتحادية، برلين - Burgerhaus Dudweiler  - غرفة رقم 1",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,102,"جمهورية ألمانيا الإتحادية، برلين - Burgerhaus Dudweiler  - غرفة رقم 2",5,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,103,"جمهورية ألمانيا الإتحادية، برلين - Burgerhaus Neckarstadt-West  - غرفة رقم 2",9,1,0,8,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,104,"جمهورية ألمانيا الإتحادية، برلين - Burgerhaus Zahringen  - غرفة رقم 2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,105,"جمهورية ألمانيا الإتحادية، برلين - City Club Hotel Oldenburg - القلم رقم
18",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,106,"-Dorint Kongresshotel Dusseldorf - جمهورية ألمانيا الإتحادية، برلين
3 غرفة رقم -  Neuss",26,0,0,26,0,1,0,0,0,4,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,0,0,1,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,107,"جمهورية ألمانيا الإتحادية، برلين - Hannover Congress Centrum  - غرفة رقم 3",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,108,"جمهورية ألمانيا الإتحادية، برلين - Intercity Hotel Dortmund  - غرفة رقم 2",4,0,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,109,"جمهورية ألمانيا الإتحادية، برلين - Kirche Der Kath. St. Wendel  - غرفة رقم 2",19,5,0,14,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,110,"جمهورية ألمانيا الإتحادية، برلين - LWL-Preubenmuseum Minden  - غرفة رقم 2",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,111,"جمهورية ألمانيا الإتحادية، برلين - Mercure Hotel Hamburg  - غرفة رقم 3",8,0,0,8,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,112,"جمهورية السنغال، دكار - دار سكن رئيس البعثة  - غرفة رقم 2",8,0,0,8,1,0,0,1,0,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,113,"جمهورية غينيا، كوناكري - السفارة اللبنانية في غينيا - القلم رقم 1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,114,"جمهورية كوت ديفوار، ابيدجان - المركز الاسلامي اللبناني  - غرفة رقم 1",38,0,0,38,0,1,0,0,0,2,11,2,16,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,10,0,1,2,0,3,0,0,6,0,0,2,0,8,1,0,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,115,"جمهورية نيجيريا الإتحادية، ابوجا - السفارة اللبنانية في أبوجا - القلم رقم 1",17,0,0,17,0,1,0,0,0,1,5,3,10,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,116,"دولة الإمارات العربية المتحدة، دبي - مركز انتخابي 1 - قنصلية لبنان العامة في دبي - غرفة رقم 3  ",451,5,2,446,2,4,2,0,4,13,41,44,111,0,0,1,0,0,0,2,3,0,0,0,3,3,2,1,9,0,3,11,2,17,5,2,65,8,15,142,53,301,0,1,0,0,1,0,2,0,0,0,1,1
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,117,"دولة الكويت، الكويت - السفارة اللبنانية في الكويت  - غرفة رقم 14",281,16,0,265,1,1,0,1,13,18,19,67,122,0,2,0,0,0,0,2,4,1,0,2,2,9,9,1,24,0,0,2,0,2,3,3,25,4,12,41,15,106,0,0,0,0,7,0,7,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,118,"1 القلم رقم - Lebanese International School - زامبيا، بريتوريا",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الرابعة في دائرة جبل لبنان 4 - الشوف,119,الشوف موظفون - سراي بيت الدين - القلم رقم 43,348,7,5,341,5,1,1,2,78,12,12,57,173,0,1,0,1,0,0,16,18,0,1,5,7,8,14,3,38,0,0,1,0,1,0,2,24,0,12,19,6,67,0,0,7,0,30,2,39,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,1,الجيه - مدرسة مار شربل المارونية - غرفة رقم 1,81,0,1,81,3,0,0,0,1,4,27,0,36,0,0,0,0,5,0,0,5,0,0,0,5,12,1,12,30,0,0,0,0,0,0,0,1,0,0,7,0,8,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,2,الجيه - مدرسة مار شربل المارونية - غرفة رقم 2,73,2,0,71,2,4,2,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,14,8,0,10,32,0,0,0,0,0,0,0,1,0,0,14,1,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,3,الجيه - مدرسة مار شربل المارونية - غرفة رقم 3,136,3,0,133,0,4,0,1,7,1,28,1,42,0,0,0,0,0,0,1,1,0,0,0,16,6,42,11,76,0,0,0,0,0,0,1,2,2,0,4,0,10,0,0,0,0,0,4,4,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,4,الجيه - مدرسة مار شربل المارونية - غرفة رقم 4,384,2,6,382,0,0,1,23,34,16,0,0,76,0,0,0,0,0,0,0,1,0,2,9,2,1,194,51,262,0,0,0,0,0,0,8,19,0,1,2,1,31,0,0,0,0,5,0,5,0,0,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,5,الجيه - المدرسة الرسمية - غرفة رقم 1,84,1,1,83,0,1,1,0,0,3,20,0,25,0,0,0,0,3,0,0,3,0,0,0,7,9,1,16,33,0,0,1,0,1,0,0,4,1,0,13,1,20,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,6,الجيه - المدرسة الرسمية - غرفة رقم 2,72,5,0,67,1,1,3,0,1,0,8,0,14,0,0,0,0,4,0,0,4,0,0,0,13,6,1,7,27,0,0,1,0,1,0,0,1,3,0,14,1,19,0,0,0,0,0,2,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,7,الجيه - المدرسة الرسمية - غرفة رقم 3,167,3,2,164,1,4,1,1,2,2,14,0,26,0,0,0,0,0,0,1,1,0,0,0,25,8,64,7,105,0,0,0,0,0,0,3,4,2,0,11,4,25,0,0,0,0,0,5,5,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,8,الجيه - المدرسة الرسمية - غرفة رقم 4,397,10,5,387,0,0,1,24,37,13,0,1,78,0,0,0,0,0,0,0,2,0,2,4,5,0,182,42,237,0,2,0,0,2,0,7,37,0,0,5,3,54,0,0,0,0,9,0,9,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,9,السمقانية - دار البلده - غرفة رقم 1,216,3,3,213,2,0,0,0,0,137,1,9,156,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,16,0,0,1,0,1,1,0,11,0,3,12,5,36,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,10,السمقانية - دار البلده - غرفة رقم 2,258,5,4,253,1,0,3,0,4,139,2,19,175,0,0,0,1,0,0,0,2,0,0,0,0,0,17,0,17,0,0,1,0,1,2,0,7,0,7,25,9,54,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,11,الفواره - صالون الكنيسة - غرفة رقم 1,246,3,0,243,1,1,3,0,0,1,125,7,139,0,0,1,0,1,0,0,2,0,0,0,20,34,9,9,72,0,1,0,0,1,0,0,0,4,0,14,6,25,0,1,0,0,0,3,4,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,12,الفواره - صالون الكنيسة - غرفة رقم 2,270,5,3,265,3,2,3,0,0,0,116,11,138,0,0,0,0,0,0,0,0,0,0,0,25,29,3,5,63,0,0,0,1,1,3,0,0,4,0,37,9,55,0,1,0,0,0,4,5,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,13,الكحلونية - دار البلدة - غرفة رقم 1,293,5,6,288,2,0,3,0,3,170,0,8,195,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,26,0,1,0,0,1,0,0,3,11,8,13,21,59,0,0,0,0,0,0,0,0,1,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,14,الكحلونية - دار البلدة - غرفة رقم 2,303,6,1,297,1,0,3,0,1,178,3,13,210,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,11,0,0,0,0,0,1,0,19,0,11,22,18,74,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,15,الناعمه - المدرسة الرسمية في الناعمة - غرفة رقم 1,323,8,0,315,0,56,2,0,0,1,127,0,186,0,0,0,0,0,0,0,0,3,0,0,34,39,3,14,93,0,1,0,0,1,0,0,1,4,0,21,7,33,0,0,0,1,0,0,1,0,1,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,16,الناعمه - المدرسة الرسمية في الناعمة - غرفة رقم 2,314,8,0,306,2,58,5,0,0,0,116,0,182,0,0,0,0,0,0,0,0,0,0,0,23,47,4,17,91,0,0,0,0,0,0,0,2,5,0,22,2,31,0,0,0,0,0,0,0,1,1,0,0,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,17,الناعمه - المدرسة الرسمية في الناعمة - غرفة رقم 3,367,15,1,352,0,35,3,0,0,0,136,1,179,0,1,1,0,1,0,0,3,1,0,0,36,47,6,13,103,0,1,0,0,2,0,0,4,6,0,35,11,56,0,0,0,1,0,0,1,0,6,1,0,7
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,18,الناعمه - المدرسة الرسمية في الناعمة - غرفة رقم 4,362,1,1,361,2,69,4,2,1,0,120,0,200,0,0,0,0,1,0,0,1,2,0,0,34,53,2,15,106,0,0,0,1,1,0,0,3,5,0,29,6,45,0,0,0,0,0,0,0,0,6,0,0,7
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,19,بتلون - المدرسة الرسمية - غرفة رقم 1,238,8,6,230,1,0,1,0,1,131,1,7,149,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,27,0,0,0,0,0,3,0,9,0,8,14,9,45,0,1,0,0,0,2,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,20,بتلون - المدرسة الرسمية - غرفة رقم 2,238,1,3,237,3,0,0,0,1,133,2,11,166,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,45,0,0,0,0,0,3,0,2,0,5,10,1,21,0,0,0,0,0,2,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,21,بتلون - المدرسة الرسمية - غرفة رقم 3,244,0,1,244,2,0,0,0,2,134,1,10,155,0,0,0,0,0,0,0,1,0,0,0,1,0,30,2,34,0,1,0,0,2,2,0,8,0,12,22,3,50,0,0,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,22,بتلون - المدرسة الرسمية - غرفة رقم 4,238,0,2,238,2,0,4,0,1,143,1,17,173,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,26,0,0,0,0,1,0,0,9,0,2,18,1,33,0,1,0,0,0,2,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,23,بطمه - مبنى البلدية - غرفة رقم 1,308,11,4,297,7,1,0,0,2,2,12,183,213,0,0,0,0,0,0,0,0,0,0,0,0,19,10,2,31,0,0,0,0,0,7,0,6,0,11,17,5,47,0,0,0,0,0,1,1,0,0,1,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,24,بطمه - مبنى البلدية - غرفة رقم 2,325,5,1,320,4,1,0,0,0,3,16,189,218,0,1,0,0,0,1,0,2,0,0,0,1,18,11,1,31,0,0,0,0,0,2,0,6,0,16,37,4,67,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,25,بعاصير - المدرسة الرسمية - غرفة رقم 1,243,6,2,237,0,0,1,6,62,11,0,3,84,0,0,0,0,0,0,0,0,0,0,15,0,0,30,0,48,0,0,0,0,0,0,0,94,0,0,1,0,96,0,0,0,0,3,1,4,0,2,0,0,3
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,26,بعاصير - المدرسة الرسمية - غرفة رقم 2,264,20,0,244,0,0,2,6,53,9,0,0,73,0,0,1,0,0,0,0,1,0,0,17,1,0,27,1,46,0,0,0,0,0,0,0,115,0,0,3,1,120,0,0,0,0,1,1,2,0,2,0,0,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,27,بعاصير - المدرسة الرسمية - غرفة رقم 3,280,9,2,271,0,0,3,17,54,17,0,3,100,0,0,0,0,0,0,0,1,0,0,32,6,0,7,2,51,0,3,0,0,3,0,2,100,0,0,0,0,104,0,0,0,0,9,0,9,0,0,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,28,بعقلين التحتا - تكميلية بعقلين الرسمية - غرفة رقم 1,231,4,4,227,0,0,3,0,0,145,0,7,156,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,15,0,1,0,0,1,0,0,11,0,12,13,10,50,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,29,بعقلين التحتا - تكميلية بعقلين الرسمية - غرفة رقم 2,261,4,2,257,1,0,0,0,0,151,0,11,167,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,26,0,1,5,1,7,0,0,11,1,9,20,11,55,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,30,بعقلين التحتا - تكميلية بعقلين الرسمية - غرفة رقم 3,210,0,1,210,1,0,3,0,0,119,0,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14,0,1,0,0,1,1,0,8,0,15,26,6,59,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,31,بعقلين التحتا - تكميلية بعقلين الرسمية - غرفة رقم 4,251,4,0,247,1,0,0,0,0,125,1,21,152,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,29,0,0,2,0,3,0,0,22,0,10,20,9,63,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,32,بعقلين التحتا - تكميلية بعقلين الرسمية - غرفة رقم 5,212,6,0,206,0,0,0,0,1,119,0,5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,0,4,0,4,0,0,17,1,14,16,7,58,0,0,0,0,0,0,0,0,0,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,33,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 1,244,5,4,239,1,0,0,1,3,133,1,17,167,0,0,0,0,0,0,1,1,0,0,0,1,0,25,0,27,0,1,1,0,2,1,1,7,0,11,11,7,38,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,34,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 2,233,1,2,232,0,0,0,0,1,120,2,9,144,0,1,0,1,0,0,0,2,0,0,0,1,1,22,4,31,0,0,1,0,1,0,0,15,0,12,18,5,52,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,35,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 3,282,2,1,280,0,0,0,0,4,181,0,13,203,0,0,0,0,0,0,0,0,0,0,0,1,0,23,2,26,0,0,0,0,1,2,0,10,0,15,17,3,48,0,0,0,0,0,0,0,0,1,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,36,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 4,241,12,1,229,1,0,0,0,0,129,3,10,151,0,0,0,1,0,0,0,3,0,0,0,0,1,25,0,27,0,0,2,0,3,0,0,9,2,9,12,8,44,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,37,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 5,262,2,0,260,1,0,1,0,1,143,1,23,180,0,0,1,0,0,0,0,2,0,0,0,0,0,17,1,18,0,0,1,0,1,1,2,6,0,8,35,4,59,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,38,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 6,257,2,0,255,0,0,0,1,0,109,0,11,127,0,0,0,1,0,0,0,1,0,0,0,1,0,32,2,35,0,0,0,0,0,0,0,25,0,17,36,11,92,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,39,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 7,245,4,2,241,0,0,2,0,0,120,0,11,141,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,26,0,0,5,0,5,0,0,15,0,14,26,10,67,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,40,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 8,246,6,2,240,1,0,2,0,0,143,1,11,166,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,17,0,0,2,0,2,0,0,16,7,7,21,2,53,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,41,بعقلين الفوقا - الثانوية الرسمية - غرفة رقم 9,218,8,0,210,0,0,0,0,2,127,0,11,149,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16,0,0,0,0,0,1,1,10,0,9,13,6,42,0,0,0,0,0,0,0,0,0,0,2,3
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,42,حارة الناعمه - ثانوية الرئيس الشهيد رفيق الحريري الرسمية - غرفة رقم 1,361,5,2,356,2,0,6,32,60,4,1,6,111,0,0,0,0,0,0,3,4,0,1,12,1,0,22,4,42,0,1,0,0,1,0,22,122,0,0,4,3,154,0,0,0,0,42,0,42,0,0,0,0,0
