الدائرة,القضاء,القرية,رقم قلم الاقتراع,مركز قلم الاقتراع,الجنس,الطائفة,من سجل,الى سجل
جبل لبنان ٣,بعبدا,بزبدين,152,مركز البلدية غرفة رقم ١,ذكور,روم ارثوذكس,2,2
جبل لبنان ٣,بعبدا,بزبدين,152,مركز البلدية غرفة رقم ١,ذكور,روم كاثوليك,1,13
جبل لبنان ٣,بعبدا,بزبدين,153,مركز البلدية غرفة رقم ٢,اناث,ماروني,1,219
جبل لبنان ٣,بعبدا,بزبدين,153,مركز البلدية غرفة رقم ٢,اناث,روم ارثوذكس,2,2
جبل لبنان ٣,بعبدا,بزبدين,153,مركز البلدية غرفة رقم ٢,اناث,روم كاثوليك,2,13
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,اناث,ارمن ارثوذكس,1,1
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,ذكور,ارمن ارثوذكس,1,1
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,اناث,روم ارثوذكس,3,22
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,ذكور,روم ارثوذكس,3,22
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,اناث,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,ذكور,روم كاثوليك,1,1
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,اناث,ماروني,1,41
جبل لبنان ٣,بعبدا,بسابا,154,مبنى البلدية غرفة رقم ١,ذكور,ماروني,1,34
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,اناث,روم ارثوذكس,1,37
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,ذكور,روم ارثوذكس,1,36
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,اناث,روم كاثوليك,2,43
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,ذكور,روم كاثوليك,2,43
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,اناث,ماروني,1,44
جبل لبنان ٣,بعبدا,بطشيه,155,صالون كنيسة بشارة السيدة للروم الارثوذكس غرفة رقم ١,ذكور,ماروني,1,44
جبل لبنان ٣,بعبدا,بعبدا,156,مدرسة بعبدا الرسمية للبنات غرفة رقم ١,ذكور,ماروني,1,167
جبل لبنان ٣,بعبدا,بعبدا,157,مدرسة بعبدا الرسمية للبنات غرفة رقم ٢,ذكور,ماروني,169,353
جبل لبنان ٣,بعبدا,بعبدا,158,مدرسة بعبدا الرسمية للبنات غرفة رقم ٣,اناث,ماروني,1,24
جبل لبنان ٣,بعبدا,بعبدا,158,مدرسة بعبدا الرسمية للبنات غرفة رقم ٣,ذكور,ماروني,354,674
جبل لبنان ٣,بعبدا,بعبدا,159,مدرسة بعبدا الرسمية للبنات غرفة رقم ٤,اناث,ماروني,25,201
جبل لبنان ٣,بعبدا,بعبدا,160,مدرسة بعبدا الرسمية للبنات غرفة رقم ٥,اناث,ماروني,202,351
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,اناث,سريان ارثوذكس,1,4
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,ذكور,سريان ارثوذكس,1,4
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,اناث,سريان كاثوليك,1,11
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,ذكور,سريان كاثوليك,1,9
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,اناث,كلدان,10,10
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,ذكور,كلدان,10,10
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,اناث,لاتين,1,20
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,ذكور,لاتين,2,20
جبل لبنان ٣,بعبدا,بعبدا,161,مدرسة بعبدا الرسمية للبنات غرفة رقم ٦,اناث,ماروني,352,674
جبل لبنان ٣,بعبدا,بعبدا,162,مدرسة بعبدا الرسمية للبنات غرفة رقم ٧,اناث,ارمن ارثوذكس,1,10
جبل لبنان ٣,بعبدا,بعبدا,162,مدرسة بعبدا الرسمية للبنات غرفة رقم ٧,ذكور,ارمن ارثوذكس,1,10
جبل لبنان ٣,بعبدا,بعبدا,162,مدرسة بعبدا الرسمية للبنات غرفة رقم ٧,اناث,سني,2,89
جبل لبنان ٣,بعبدا,بعبدا,163,مدرسة بعبدا الرسمية للبنات غرفة رقم ٨,اناث,ارمن كاثوليك,1,14
جبل لبنان ٣,بعبدا,بعبدا,163,مدرسة بعبدا الرسمية للبنات غرفة رقم ٨,ذكور,ارمن كاثوليك,1,14
جبل لبنان ٣,بعبدا,بعبدا,163,مدرسة بعبدا الرسمية للبنات غرفة رقم ٨,ذكور,سني,1,89
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,اشوري ارثوذكس,6,6
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,اشوري ارثوذكس,6,6
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,انجيلي,17,17
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,انجيلي,1,36
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,درزي,4,4
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,درزي,4,4
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,روم ارثوذكس,1,44
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,روم ارثوذكس,1,44
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,روم كاثوليك,2,60
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,روم كاثوليك,2,62
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,اناث,شيعي,2,18
جبل لبنان ٣,بعبدا,بعبدا,164,مدرسة بعبدا الرسمية للبنات غرفة رقم ٩,ذكور,شيعي,5,41
جبل لبنان ٣,بعبدا,بعلشميه,165,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,50
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,ذكور,درزي,51,142
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,اناث,روم ارثوذكس,1,1
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,ذكور,روم ارثوذكس,1,1
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,اناث,سني,1,1
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,ذكور,سني,1,1
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,اناث,ماروني,1,2
جبل لبنان ٣,بعبدا,بعلشميه,166,المدرسة الرسمية غرفة رقم ٢,ذكور,ماروني,1,2
جبل لبنان ٣,بعبدا,بعلشميه,167,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,1,49
جبل لبنان ٣,بعبدا,بعلشميه,168,المدرسة الرسمية غرفة رقم ٤,اناث,درزي,50,142
جبل لبنان ٣,بعبدا,بمريم,169,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,3,34
جبل لبنان ٣,بعبدا,بمريم,169,المدرسة الرسمية غرفة رقم ١,ذكور,ماروني,1,61
جبل لبنان ٣,بعبدا,بمريم,170,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,34
جبل لبنان ٣,بعبدا,بمريم,170,المدرسة الرسمية غرفة رقم ٢,اناث,ماروني,1,61
جبل لبنان ٣,بعبدا,تحويطة الغدير,171,مدرسة الليلكي الرسمية غرفة رقم ١,ذكور,ماروني,1,151
جبل لبنان ٣,بعبدا,تحويطة الغدير,172,مدرسة الليلكي الرسمية غرفة رقم ٢,اناث,ماروني,1,151
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,اناث,ارمن ارثوذكس,1,1
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,ذكور,ارمن ارثوذكس,1,1
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,اناث,روم ارثوذكس,1,22
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,ذكور,روم ارثوذكس,1,22
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,اناث,روم كاثوليك,1,3
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,ذكور,روم كاثوليك,2,4
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,اناث,شيعي,1,30
جبل لبنان ٣,بعبدا,تحويطة الغدير,173,مدرسة الليلكي الرسمية غرفة رقم ٣,ذكور,شيعي,1,30
جبل لبنان ٣,بعبدا,تحويطة النهر,174,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ١,ذكور,ماروني,1,120
جبل لبنان ٣,بعبدا,تحويطة النهر,175,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٢,ذكور,ماروني,121,300
جبل لبنان ٣,بعبدا,تحويطة النهر,176,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٣,اناث,سني,4,140
جبل لبنان ٣,بعبدا,تحويطة النهر,176,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٣,ذكور,سني,4,140
جبل لبنان ٣,بعبدا,تحويطة النهر,176,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٣,ذكور,ماروني,301,465
جبل لبنان ٣,بعبدا,تحويطة النهر,177,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٤,اناث,ماروني,1,108
جبل لبنان ٣,بعبدا,تحويطة النهر,178,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٥,اناث,ماروني,109,264
جبل لبنان ٣,بعبدا,تحويطة النهر,179,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٦,اناث,درزي,6,12
جبل لبنان ٣,بعبدا,تحويطة النهر,179,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٦,ذكور,درزي,9,12
جبل لبنان ٣,بعبدا,تحويطة النهر,179,تكميلية فرن الشباك الرسمية للبنات غرفة رقم ٦,اناث,ماروني,265,465
جبل لبنان ٣,بعبدا,تحويطة النهر,180,مدرسة فرن الشباك المتوسطة المختلطة – قرب بلدية فرن الشباك غرفة رقم ١,ذكور,روم ارثوذكس,1,143
جبل لبنان ٣,بعبدا,تحويطة النهر,181,مدرسة فرن الشباك المتوسطة المختلطة – قرب بلدية فرن الشباك غرفة رقم ٢,اناث,روم ارثوذكس,1,138
جبل لبنان ٣,بعبدا,تحويطة النهر,182,مدرسة فرن الشباك المتوسطة المختلطة – قرب بلدية فرن الشباك غرفة رقم ٣,اناث,روم ارثوذكس,139,197
جبل لبنان ٣,بعبدا,تحويطة النهر,182,مدرسة فرن الشباك المتوسطة المختلطة – قرب بلدية فرن الشباك غرفة رقم ٣,ذكور,روم ارثوذكس,144,196
